,pipe-dia,pipe-mat,pipe-bd,先前失效,pipe-pre,pipe-len,pipe-age,a7
6502,200,6,0.5,1,0.27,14.2,22,0
6503,200,4,0.5,0,0.16,0.62,37,1
6504,200,6,1.3,0,0.22,5.843,37,0
6505,100,6,1.2,0,0.19,13.3,27,0
6506,200,6,1.1,0,0.31,6.679,24,0
6507,200,6,1.2,0,0.28,2.122,25,0
6508,200,5,1.1,0,0.29,1.88,22,1
6509,200,5,0.9,0,0.29,0.65,36,0
6510,200,6,1.5,1,0.26,3.898,17,1
6511,200,5,1.6,1,0.23,10.932,13,1
6512,100,6,1.7,0,0.31,5.294,16,0
6513,300,6,1.9,0,0.23,3.401,14,0
6514,400,6,1.9,0,0.32,2.088,14,0
6515,100,3,1.1,0,0.19,4.077,40,0
6516,200,3,1.2,0,0.35,2.487,29,0
6517,200,2,1.201,0,0.31,3.524,27,0
6518,200,2,1.202,0,0.22,1.151,26,0
6519,200,4,1.8,0,0.28,20.244,26,1
6520,150,4,1.1,0,0.29,4.077,24,0
6521,150,4,1.2,0,0.25,2.487,21,1
6522,150,4,1.201,0,0.32,3.524,21,0
6523,150,4,1.202,0,0.19,1.151,21,0
6524,200,4,0.8,0,0.35,2.263,21,0
6525,200,3,1.1,0,0.24,4.077,40,0
6526,200,3,1.2,0,0.17,2.487,29,0
6527,600,2,1.201,0,0.29,3.524,27,0
6528,600,2,1.202,0,0.26,1.151,26,0
6529,100,4,0.8,0,0.23,2.263,26,0
6530,100,3,1.1,0,0.32,4.077,40,0
6531,100,3,1.2,0,0.16,2.487,29,0
6532,50,2,1.1,0,0.19,3.524,27,0
6533,50,2,1.1,0,0.21,1.151,26,0
6534,50,4,1.2,0,0.31,2.263,20,0
6535,50,4,1.1,0,0.22,5.843,22,0
6536,50,4,1.1,0,0.28,0.143,22,0
6537,50,4,1.2,0,0.29,25.714,26,0
6538,150,4,1.1,0,0.23,14.2,26,0
6539,150,4,1.1,0,0.23,0.62,20,1
6540,150,4,1.2,0,0.25,5.843,20,1
6541,150,4,1.1,0,0.32,13.3,26,0
6542,150,4,0.5,0,0.23,1.4,26,0
6543,300,0,1.3,0,0.32,8.597,22,0
6544,300,0,1.4,0,0.27,10.03,29,0
6545,100,0,1.4,0,0.16,27.322,18,0
6546,100,0,1.4,1,0.22,64.647,22,0
6547,100,1,1.0,1,0.31,82.457,28,1
6548,100,1,1.4,0,0.22,61.644,20,0
6549,100,1,1.2,1,0.28,1.74,20,1
6550,150,1,0.8,0,0.29,50.336,20,0
6551,200,1,0.8,0,0.29,4.57,20,0
6552,200,1,1.3,0,0.26,1.737,20,0
6553,200,1,0.8,0,0.19,8.148,20,0
6554,200,1,0.801,0,0.24,2.253,20,0
6555,200,1,0.802,0,0.27,5.802,20,0
6556,200,1,0.803,0,0.29,2.352,20,0
6557,200,1,0.804,1,0.26,72.041,30,1
6558,200,1,0.805,1,0.23,1.215,20,0
6559,200,1,0.806,0,0.27,5.843,20,0
6560,200,1,0.807,0,0.23,0.143,20,0
6561,200,6,0.808,0,0.32,25.714,35,1
6562,200,6,0.5,1,0.27,184.862,28,1
6563,200,6,0.5,0,0.16,0.62,37,1
6564,200,6,1.1,0,0.22,5.843,40,1
6565,200,6,1.1,0,0.19,13.3,27,1
6566,200,6,1.1,0,0.25,6.679,25,1
6567,200,6,1.2,0,0.22,3.531,40,1
6568,200,5,1.1,0,0.28,2.88,60,1
6569,200,5,0.9,0,0.29,0.35,35,1
6570,200,6,1.5,1,0.26,3.898,17,1
6571,200,5,1.6,1,0.31,10.932,13,1
6572,200,6,1.7,0,0.22,5.294,16,0
6573,200,6,1.9,0,0.18,3.401,14,0
6574,200,6,1.9,0,0.17,2.088,14,0
6575,200,6,1.8,0,0.23,1.654,14,0
6576,500,6,1.5,1,0.24,34.717,14,1
6577,200,5,0.5,0,0.23,3.992,35,1
6578,200,5,0.5,0,0.19,15.666,28,1
6579,100,5,0.5,0,0.36,18.884,37,1
6580,100,5,0.3,1,0.25,4.663,40,1
6581,400,5,0.5,0,0.19,3.318,7,0
6582,100,0,1.2,0,0.31,128.076,27,0
6583,200,0,0.8,0,0.19,33.741,18,0
6584,200,0,0.8,0,0.15,1.007,18,0
6585,200,0,0.8,0,0.19,48.047,25,0
6586,100,0,0.8,0,0.33,78.826,25,0
6587,300,0,1.3,0,0.32,8.597,22,0
6588,300,0,1.4,0,0.38,10.03,29,0
6589,100,0,1.4,0,0.24,27.322,18,0
6590,100,0,1.4,1,0.25,64.647,22,0
6591,100,1,1.0,1,0.24,82.457,28,1
6592,100,1,1.4,0,0.23,61.644,20,0
6593,100,1,1.2,1,0.29,1.74,20,1
6594,150,1,0.8,0,0.36,50.336,20,0
6595,200,1,0.8,0,0.25,4.57,20,0
6596,200,1,1.3,0,0.19,1.737,20,0
6597,200,1,0.8,0,0.22,8.148,20,0
6598,200,1,0.801,0,0.31,2.253,20,0
6599,200,1,0.802,0,0.15,5.802,20,0
6600,200,1,0.803,0,0.32,2.352,20,0
6601,200,1,0.804,1,0.33,72.041,30,1
6602,200,1,0.805,1,0.31,1.215,20,0
6603,200,1,0.806,0,0.22,5.843,20,0
6604,200,1,0.807,0,0.28,0.143,20,0
6605,200,6,0.808,0,0.29,25.714,35,1
6606,200,6,0.5,1,0.29,184.862,28,1
6607,200,6,0.5,0,0.21,0.62,37,1
6608,200,6,1.1,0,0.29,5.843,40,1
6609,200,6,1.1,0,0.26,13.3,27,1
6610,200,6,1.1,0,0.22,6.679,25,1
6611,200,0,1.6,0,0.28,9.585,27,0
6612,200,0,1.7,0,0.39,2.495,26,0
6613,200,0,1.3,1,0.22,0.74,26,0
6614,200,0,1.2,1,0.36,6.861,26,0
6615,200,0,1.2,0,0.22,1.403,26,0
6616,600,0,1.8,1,0.21,85.212,26,1
6617,550,0,1.7,1,0.19,55.947,27,1
6618,100,0,1.4,0,0.25,63.515,26,0
6619,300,0,1.0,0,0.29,4.198,26,0
6620,100,0,1.4,0,0.32,1.753,26,0
6621,100,0,1.2,0,0.33,128.076,27,0
6622,200,0,0.8,0,0.32,33.741,18,0
6623,200,0,0.8,0,0.38,1.007,18,0
6624,200,0,0.8,0,0.24,48.047,25,0
6625,100,0,0.8,0,0.25,78.826,25,0
6626,300,0,1.3,0,0.23,8.597,22,0
6627,300,0,1.4,0,0.31,10.03,29,0
6628,100,0,1.4,0,0.29,27.322,18,0
6629,100,0,1.4,1,0.23,64.647,22,0
6630,100,1,1.0,1,0.22,82.457,28,1
6631,100,1,1.4,0,0.37,61.644,20,0
6632,100,1,1.2,1,0.16,1.74,20,1
6633,150,1,0.8,0,0.22,50.336,20,0
6634,200,1,0.8,0,0.29,4.57,20,0
6635,200,1,1.3,0,0.23,1.737,20,0
6636,200,1,0.8,0,0.21,8.148,20,0
6637,200,1,0.801,0,0.28,2.253,20,0
6638,200,1,0.802,0,0.26,5.802,20,0
6639,200,1,0.803,0,0.19,2.352,20,0
6640,200,1,0.804,1,0.34,72.041,30,1
6641,200,1,0.805,1,0.27,1.215,20,0
6642,200,1,0.806,0,0.26,5.843,20,0
6643,200,1,0.807,0,0.23,0.143,20,0
6644,200,6,0.808,0,0.34,25.714,35,1
6645,200,6,0.5,1,0.23,184.862,28,1
6646,200,6,0.5,0,0.26,0.62,37,1
6647,200,6,1.1,0,0.32,5.843,40,1
6648,200,6,1.1,0,0.16,13.3,27,1
6649,200,6,1.1,0,0.22,6.679,25,1
6650,200,6,1.2,0,0.19,3.531,40,1
6651,200,5,1.1,0,0.24,2.88,60,1
6652,200,5,0.9,0,0.31,0.35,35,1
6653,200,6,1.5,1,0.22,3.898,17,1
6654,200,5,1.6,1,0.29,10.932,13,1
6655,200,6,1.7,0,0.26,5.294,16,0
6656,200,6,1.9,0,0.33,3.401,14,0
6657,200,6,1.9,0,0.21,2.088,14,0
6658,200,6,1.8,0,0.33,1.654,14,0
6659,500,6,1.5,1,0.35,34.717,14,1
6660,200,5,0.5,0,0.32,3.992,35,1
6661,200,5,0.5,0,0.29,15.666,28,1
6662,100,5,0.5,0,0.25,18.884,37,1
6663,100,5,0.3,1,0.24,4.663,40,1
6664,400,5,0.5,0,0.27,3.318,7,0
6665,400,5,0.8,1,0.19,1.074,15,1
6666,600,5,0.8,1,0.26,0.414,40,1
6667,600,5,0.8,0,0.33,0.865,25,0
6668,600,3,1.1,0,0.32,4.077,40,0
6669,600,3,1.2,0,0.37,2.487,29,0
6670,600,2,1.201,0,0.25,3.524,27,0
6671,600,2,1.202,0,0.34,1.151,26,0
6672,600,4,0.8,0,0.32,2.263,26,0
6673,600,2,0.4,0,0.19,6.309,14,0
6674,600,2,0.4,1,0.35,1.426,24,1
6675,500,2,0.5,0,0.24,1.331,14,0
6676,500,2,0.4,0,0.17,1.281,23,0
6677,500,2,0.3,0,0.29,4.809,18,0
6678,500,2,0.4,0,0.23,1.436,18,0
6679,500,0,1.8,0,0.34,70.13,23,1
6680,500,0,1.1,0,0.26,1.005,25,0
6681,550,0,1.7,1,0.31,55.947,27,1
6682,100,0,1.4,0,0.22,63.515,26,0
6683,300,0,1.0,0,0.28,4.198,26,0
6684,100,0,1.4,0,0.29,1.753,26,0
6685,100,0,1.2,0,0.29,128.076,27,0
6686,200,0,0.8,0,0.26,33.741,18,0
6687,200,0,0.8,0,0.19,1.007,18,0
6688,200,0,0.8,0,0.24,48.047,25,0
6689,100,0,0.8,0,0.27,78.826,25,0
6690,300,0,1.3,0,0.29,8.597,22,0
6691,300,0,1.4,0,0.26,10.03,29,0
6692,100,0,1.4,0,0.33,27.322,18,0
6693,100,0,1.4,1,0.26,64.647,22,0
6694,100,1,1.0,1,0.31,82.457,28,1
6695,100,1,1.4,0,0.31,61.644,20,0
6696,100,1,1.2,1,0.28,1.74,20,1
6697,150,1,0.8,0,0.29,50.336,20,0
6698,200,1,0.8,0,0.23,4.57,20,0
6699,200,1,1.3,0,0.23,1.737,20,0
6700,200,1,0.8,0,0.25,8.148,20,0
6701,200,1,0.801,0,0.23,2.253,20,0
6702,200,1,0.802,0,0.32,5.802,20,0
6703,200,1,0.803,0,0.27,2.352,20,0
6704,200,1,0.804,1,0.16,72.041,30,1
6705,200,1,0.805,1,0.22,1.215,20,0
6706,200,1,0.806,0,0.31,5.843,20,0
6707,200,1,0.807,0,0.22,0.143,20,0
6708,200,6,0.808,0,0.28,25.714,35,1
6709,200,6,0.5,1,0.29,184.862,28,1
6710,200,6,0.5,0,0.29,0.62,37,1
6711,200,6,1.1,0,0.26,5.843,40,1
6712,200,6,1.1,0,0.19,13.3,27,1
6713,200,6,1.1,0,0.24,6.679,25,1
6714,200,6,1.2,0,0.27,3.531,40,1
6715,200,5,1.1,0,0.29,2.88,60,1
6716,200,5,0.9,0,0.26,0.35,35,1
6717,200,6,1.5,1,0.23,3.898,17,1
6718,200,5,1.6,1,0.27,10.932,13,1
6719,200,6,1.7,0,0.23,5.294,16,0
6720,200,6,1.9,0,0.32,3.401,14,0
6721,200,6,1.9,0,0.27,2.088,14,0
6722,200,6,1.8,0,0.16,1.654,14,0
6723,500,6,1.5,1,0.22,34.717,14,1
6724,200,5,0.5,0,0.19,3.992,35,1
6725,200,5,0.5,0,0.25,15.666,28,1
6726,100,5,0.5,0,0.22,18.884,37,1
6727,100,5,0.3,1,0.28,4.663,40,1
6728,400,5,0.5,0,0.29,3.318,7,0
6729,400,5,0.8,1,0.31,1.074,15,1
6730,600,5,0.8,1,0.29,0.414,40,1
6731,600,5,0.8,0,0.26,0.865,25,0
6732,600,3,1.1,0,0.31,4.077,40,0
6733,600,3,1.2,0,0.31,2.487,29,0
6734,600,2,1.201,0,0.23,3.524,27,0
6735,600,2,1.202,0,0.32,1.151,26,0
6736,600,4,0.8,0,0.19,2.263,26,0
6737,600,2,0.4,0,0.35,6.309,14,0
6738,600,2,0.4,1,0.31,1.426,24,1
6739,500,2,0.5,0,0.22,1.331,14,0
6740,500,2,0.4,0,0.28,1.281,23,0
6741,500,2,0.3,0,0.29,4.809,18,0
6742,500,2,0.4,0,0.32,1.436,18,0
6743,500,0,1.8,0,0.19,70.13,23,1
6744,500,0,1.1,0,0.24,1.005,25,0
6745,500,0,1.1,1,0.17,1.056,25,1
6746,500,0,1.2,1,0.29,1.427,29,0
6747,600,0,1.1,0,0.26,1.436,29,0
6748,50,2,1.1,1,0.34,2.664,27,1
6749,50,2,1.2,0,0.26,2.132,26,0
6750,50,2,1.1,1,0.22,1.143,26,0
6751,50,2,1.1,0,0.22,1.124,14,0
6752,50,2,1.2,0,0.29,0.937,23,0
6753,50,2,1.1,0,0.3,0.667,18,0
6754,50,2,0.5,0,0.29,0.951,18,0
6755,50,2,1.4,0,0.26,1.291,18,0
6756,50,2,0.4,0,0.23,0.325,18,0
6757,100,1,1.0,1,0.25,82.457,28,1
6758,100,1,1.803,0,0.26,2.352,20,0
6759,200,1,0.804,1,0.25,72.041,30,1
6760,50,1,0.805,0,0.32,1.215,20,1
6761,200,1,0.806,0,0.19,5.843,20,0
6762,200,1,0.807,0,0.35,0.143,20,0
6763,200,6,0.808,0,0.24,25.714,24,0
6764,200,6,0.5,1,0.17,14.2,22,0
6765,200,4,0.5,0,0.29,0.62,37,1
6766,200,6,1.3,0,0.26,5.843,37,0
6767,100,6,1.2,0,0.23,13.3,27,0
6768,200,6,1.1,0,0.25,6.679,24,0
6769,200,6,1.2,0,0.34,2.122,25,0
6770,200,5,1.1,0,0.26,1.88,22,1
6771,200,5,0.9,0,0.22,0.65,36,0
6772,200,6,1.5,1,0.29,3.898,17,1
6773,200,5,1.6,1,0.3,10.932,13,1
6774,100,6,1.7,0,0.29,5.294,16,0
6775,300,6,1.9,0,0.26,3.401,14,0
6776,400,6,1.9,0,0.23,2.088,14,0
6777,100,3,1.1,0,0.25,4.077,40,0
6778,200,3,1.2,0,0.32,2.487,29,0
6779,200,2,1.201,0,0.35,3.524,27,0
6780,200,2,1.202,0,0.17,1.151,26,0
6781,200,4,1.8,0,0.29,20.244,26,1
6782,150,4,1.1,0,0.26,4.077,24,0
6783,150,4,1.2,0,0.23,2.487,21,1
6784,150,4,1.201,0,0.25,3.524,21,0
6785,150,4,1.202,0,0.29,1.151,21,0
6786,200,4,0.8,0,0.25,2.263,21,0
6787,200,3,1.1,0,0.34,4.077,40,0
6788,200,3,1.2,0,0.26,2.487,29,0
6789,600,2,1.201,0,0.22,3.524,27,0
6790,600,2,1.202,0,0.22,1.151,26,0
6791,100,4,0.8,0,0.31,2.263,26,0
6792,100,3,1.1,0,0.29,4.077,40,0
6793,100,3,1.2,0,0.29,2.487,29,0
6794,50,2,1.1,0,0.26,3.524,27,0
6795,50,2,1.1,0,0.23,1.151,26,0
6796,50,4,1.2,0,0.25,2.263,20,0
6797,50,4,1.1,0,0.19,5.843,22,0
6798,50,4,1.1,0,0.24,0.143,22,0
6799,50,4,1.2,0,0.17,25.714,26,0
6800,150,4,1.1,0,0.26,14.2,26,0
6801,150,4,1.1,0,0.23,0.62,20,1
6802,150,4,1.2,0,0.25,5.843,20,1
6803,150,4,1.1,0,0.34,13.3,26,0
6804,150,4,0.5,0,0.26,1.4,26,0
6805,300,0,1.3,0,0.22,8.597,22,0
6806,300,0,1.4,0,0.22,10.03,29,0
6807,100,0,1.4,0,0.31,27.322,18,0
6808,100,0,1.4,1,0.3,64.647,22,0
6809,100,1,1.0,1,0.23,82.457,28,1
6810,100,1,1.4,0,0.31,61.644,20,0
6811,100,1,1.2,1,0.23,1.74,20,1
6812,150,1,0.8,0,0.25,50.336,20,0
6813,200,1,0.8,0,0.19,4.57,20,0
6814,200,4,0.8,0,0.35,2.263,21,1
6815,200,3,1.1,0,0.24,4.077,40,1
6816,200,3,1.2,0,0.17,2.487,29,1
6817,600,2,1.201,0,0.26,3.524,27,1
6818,600,2,1.202,0,0.34,1.151,26,1
6819,100,4,0.8,0,0.26,2.263,26,1
6820,100,3,1.1,0,0.22,4.077,40,1
6821,100,3,1.2,0,0.22,2.487,29,1
6822,50,2,1.1,0,0.31,3.524,27,1
6823,50,2,1.1,0,0.29,1.151,26,1
6824,50,4,1.2,0,0.3,2.263,20,1
6825,50,4,1.1,0,0.25,5.843,22,1
6826,50,4,1.1,0,0.26,0.143,22,1
6827,50,4,1.2,0,0.22,25.714,26,1
6828,150,4,1.1,0,0.22,14.2,26,1
6829,150,4,1.1,0,0.31,0.62,20,1
6830,150,4,1.2,0,0.29,5.843,20,1
6831,150,4,1.1,0,0.3,13.3,26,1
6832,150,4,0.5,0,0.29,1.4,26,1
6833,300,0,1.3,0,0.26,8.597,22,1
6834,300,0,1.4,0,0.23,10.03,29,1
6835,100,0,1.4,0,0.31,27.322,18,1
6836,100,0,1.4,1,0.23,64.647,22,1
6837,100,1,1.0,1,0.25,82.457,28,0
6838,100,1,1.4,0,0.32,61.644,20,0
6839,100,1,1.2,1,0.19,1.74,20,0
6840,150,1,0.8,0,0.35,50.336,20,0
6841,200,1,0.8,0,0.24,4.57,20,0
6842,200,1,1.3,0,0.17,1.737,20,0
6843,200,1,0.8,0,0.23,8.148,20,0
6844,200,1,0.801,0,0.32,2.253,20,0
6845,200,1,0.802,0,0.27,5.802,20,0
6846,200,1,0.803,0,0.16,2.352,20,0
6847,200,1,0.804,1,0.22,72.041,30,0
6848,200,1,0.805,1,0.19,1.215,20,0
6849,200,1,0.806,0,0.31,5.843,20,0
6850,200,1,0.807,0,0.28,0.143,20,0
6851,200,2,1.4,0,0.25,5.477,6,0
6852,200,2,1.3,0,0.32,2.773,22,0
6853,200,2,0.4,0,0.19,11.464,15,0
6854,200,2,0.9,0,0.24,1.016,23,1
6855,200,2,1.2,0,0.17,10.287,16,0
6856,200,2,0.8,0,0.29,13.247,16,0
6857,200,2,0.8,0,0.26,5.122,15,0
6858,200,1,0.8,0,0.23,11.511,15,0
6859,200,1,0.8,0,0.34,3.566,21,0
6860,200,1,0.8,1,0.26,0.74,26,1
6861,200,1,1.2,1,0.22,6.861,26,0
6862,200,1,1.2,0,0.22,3.524,29,0
6863,200,1,1.3,0,0.29,3.327,30,0
6864,200,0,1.2,0,0.3,4.541,26,0
6865,200,0,1.2,0,0.29,26.912,29,1
6866,200,0,1.2,0,0.26,3.13,29,0
6867,200,0,1.6,0,0.23,9.585,27,0
6868,200,0,1.7,0,0.25,2.495,26,0
6869,200,0,1.3,1,0.25,0.74,26,0
6870,200,0,1.2,1,0.32,6.861,26,0
6871,200,0,1.2,0,0.19,1.403,26,0
6872,600,0,1.8,1,0.35,85.212,26,1
6873,550,0,1.7,1,0.24,55.947,27,1
6874,100,0,1.4,0,0.17,63.515,26,0
6875,300,0,1.0,0,0.29,4.198,26,0
6876,100,0,1.4,0,0.26,1.753,26,0
6877,100,0,1.2,0,0.23,128.076,27,0
6878,200,0,0.8,0,0.25,33.741,18,0
6879,200,0,0.8,0,0.34,1.007,18,0
6880,200,0,0.8,0,0.26,48.047,25,0
6881,100,0,0.8,0,0.22,78.826,25,0
6882,300,0,1.3,0,0.29,8.597,22,0
6883,300,0,1.4,0,0.3,10.03,29,0
6884,100,0,1.4,0,0.29,27.322,18,0
6885,100,0,1.4,1,0.26,64.647,22,0
6886,100,1,1.0,1,0.23,82.457,28,1
6887,100,1,1.4,0,0.25,61.644,20,0
6888,100,1,1.2,1,0.32,1.74,20,1
6889,150,1,0.8,0,0.35,50.336,20,0
6890,200,1,0.8,0,0.24,4.57,20,0
6891,200,1,1.3,0,0.17,1.737,20,0
6892,200,1,0.8,0,0.29,8.148,20,0
6893,200,1,0.801,0,0.26,2.253,20,0
6894,200,1,0.802,0,0.23,5.802,20,0
6895,200,1,0.803,0,0.25,2.352,20,0
6896,200,1,0.804,1,0.29,72.041,30,1
6897,200,1,0.805,1,0.25,1.215,20,0
6898,200,1,0.806,0,0.34,5.843,20,0
6899,200,1,0.807,0,0.26,0.143,20,0
6900,200,6,0.808,0,0.22,25.714,35,1
6901,200,6,0.5,1,0.22,184.862,28,1
6902,200,6,0.5,0,0.31,0.62,37,1
6903,200,6,1.1,0,0.29,5.843,40,1
6904,200,6,1.1,0,0.29,13.3,27,1
6905,200,6,1.1,0,0.26,6.679,25,1
6906,200,6,1.2,0,0.23,3.531,40,1
6907,200,5,1.1,0,0.25,2.88,60,1
6908,200,5,0.9,0,0.19,0.35,35,1
6909,200,6,1.5,1,0.24,3.898,17,1
6910,200,5,1.6,1,0.17,10.932,13,1
6911,200,6,1.7,0,0.26,5.294,16,0
6912,200,6,1.9,0,0.23,3.401,14,0
6913,200,6,1.9,0,0.25,2.088,14,0
6914,200,6,1.8,0,0.34,1.654,14,0
6915,500,6,1.5,1,0.26,34.717,14,1
6916,200,5,0.5,0,0.22,3.992,35,1
6917,200,5,0.5,0,0.22,15.666,28,1
6918,100,5,0.5,0,0.31,18.884,37,1
6919,100,5,0.3,1,0.3,4.663,40,1
6920,400,5,0.5,0,0.23,3.318,7,0
6921,400,5,0.8,1,0.31,1.074,15,1
6922,600,5,0.8,1,0.23,0.414,40,1
6923,600,5,0.8,0,0.25,0.865,25,0
6924,600,3,1.1,0,0.19,4.077,40,0
6925,600,3,1.2,0,0.35,2.487,29,0
6926,600,2,1.201,0,0.24,3.524,27,0
6927,600,2,1.202,0,0.17,1.151,26,0
6928,600,4,0.8,0,0.26,2.263,26,0
6929,600,2,0.4,0,0.34,6.309,14,0
6930,600,2,0.4,1,0.26,1.426,24,1
6931,500,2,0.5,0,0.22,1.331,14,0
6932,500,2,0.4,0,0.22,1.281,23,0
6933,500,2,0.3,0,0.31,4.809,18,0
6934,500,2,0.4,0,0.29,1.436,18,0
6935,500,0,1.8,0,0.3,70.13,23,1
6936,500,0,1.1,0,0.25,1.005,25,0
6937,500,0,1.1,1,0.26,1.056,25,1
6938,500,0,1.2,1,0.22,1.427,29,0
6939,600,0,1.1,0,0.22,1.436,29,0
6940,50,2,1.1,1,0.31,2.664,27,1
6941,50,2,1.2,0,0.29,2.132,26,0
6942,50,2,1.1,1,0.3,1.143,26,0
6943,50,2,1.1,0,0.29,1.124,14,0
6944,50,2,1.2,0,0.26,0.937,23,0
6945,50,2,1.1,0,0.23,0.667,18,0
6946,50,2,0.5,0,0.31,0.951,18,0
6947,50,2,1.4,0,0.23,1.291,18,0
6948,50,2,0.4,0,0.25,0.325,18,0
6949,100,1,1.0,1,0.32,82.457,28,1
6950,100,1,1.803,0,0.19,2.352,20,0
6951,200,1,0.804,1,0.35,72.041,30,1
6952,50,1,0.805,0,0.24,1.215,20,1
6953,200,1,0.806,0,0.17,5.843,20,0
6954,200,1,0.807,0,0.23,0.143,20,0
6955,200,6,0.808,0,0.32,25.714,24,0
6956,200,6,0.5,1,0.27,14.2,22,0
6957,200,4,0.5,0,0.16,0.62,37,1
6958,200,6,1.3,0,0.22,5.843,37,0
6959,100,6,1.2,0,0.19,13.3,27,0
6960,200,6,1.1,0,0.31,6.679,24,0
6961,200,6,1.2,0,0.28,2.122,25,0
6962,200,5,1.1,0,0.29,1.88,22,1
6963,200,5,0.9,0,0.29,0.65,36,0
6964,200,6,1.5,1,0.26,3.898,17,1
6965,200,5,1.6,1,0.23,10.932,13,1
6966,100,6,1.7,0,0.31,5.294,16,0
6967,300,6,1.9,0,0.23,3.401,14,0
6968,400,6,1.9,0,0.32,2.088,14,0
6969,100,3,1.1,0,0.19,4.077,40,0
6970,200,3,1.2,0,0.35,2.487,29,0
6971,200,2,1.201,0,0.31,3.524,27,0
6972,200,2,1.202,0,0.22,1.151,26,0
6973,200,4,1.8,0,0.28,20.244,26,1
6974,150,4,1.1,0,0.29,4.077,24,0
6975,150,4,1.2,0,0.25,2.487,21,1
6976,150,4,1.201,0,0.32,3.524,21,0
6977,150,4,1.202,0,0.19,1.151,21,0
6978,200,4,0.8,0,0.35,2.263,21,0
6979,200,3,1.1,0,0.24,4.077,40,0
6980,200,3,1.2,0,0.17,2.487,29,0
6981,600,2,1.201,0,0.29,3.524,27,0
6982,600,2,1.202,0,0.26,1.151,26,0
6983,100,4,0.8,0,0.23,2.263,26,0
6984,100,3,1.1,0,0.32,4.077,40,0
6985,100,3,1.2,0,0.16,2.487,29,0
6986,50,2,1.1,0,0.19,3.524,27,0
6987,50,2,1.1,0,0.21,1.151,26,0
6988,50,4,1.2,0,0.31,2.263,20,0
6989,50,4,1.1,0,0.22,5.843,22,0
6990,50,4,1.1,0,0.28,0.143,22,0
6991,50,4,1.2,0,0.29,25.714,26,0
6992,150,4,1.1,0,0.23,14.2,26,0
6993,150,4,1.1,0,0.23,0.62,20,1
6994,150,4,1.2,0,0.25,5.843,20,1
6995,150,4,1.1,0,0.32,13.3,26,0
6996,150,4,0.5,0,0.23,1.4,26,0
6997,300,0,1.3,0,0.32,8.597,22,0
6998,300,0,1.4,0,0.27,10.03,29,0
6999,100,0,1.4,0,0.16,27.322,18,0
7000,100,0,1.4,1,0.22,64.647,22,0
7001,100,1,1.0,1,0.31,82.457,28,1
7002,100,1,1.4,0,0.22,61.644,20,0
7003,100,1,1.2,1,0.28,1.74,20,1
7004,150,1,0.8,0,0.29,50.336,20,0
7005,200,1,0.8,0,0.29,4.57,20,0
7006,200,1,1.3,0,0.26,1.737,20,0
7007,200,1,0.8,0,0.19,8.148,20,0
7008,200,1,0.801,0,0.24,2.253,20,0
7009,200,1,0.802,0,0.27,5.802,20,0
7010,200,1,0.803,0,0.29,2.352,20,0
7011,200,1,0.804,1,0.26,72.041,30,1
7012,200,1,0.805,1,0.23,1.215,20,0
7013,200,1,0.806,0,0.27,5.843,20,0
7014,200,1,0.807,0,0.23,0.143,20,0
7015,200,6,0.808,0,0.32,25.714,35,1
7016,200,6,0.5,1,0.27,184.862,28,1
7017,200,6,0.5,0,0.16,0.62,37,1
7018,200,6,1.1,0,0.22,5.843,40,1
7019,200,6,1.1,0,0.19,13.3,27,1
7020,200,6,1.1,0,0.25,6.679,25,1
7021,200,6,1.2,0,0.22,3.531,40,1
7022,200,5,1.1,0,0.28,2.88,60,1
7023,200,5,0.9,0,0.29,0.35,35,1
7024,200,6,1.5,1,0.26,3.898,17,1
7025,200,5,1.6,1,0.31,10.932,13,1
7026,200,6,1.7,0,0.22,5.294,16,0
7027,200,6,1.9,0,0.18,3.401,14,0
7028,200,6,1.9,0,0.17,2.088,14,0
7029,200,6,1.8,0,0.23,1.654,14,0
7030,500,6,1.5,1,0.24,34.717,14,1
7031,200,5,0.5,0,0.23,3.992,35,1
7032,200,5,0.5,0,0.19,15.666,28,1
7033,100,5,0.5,0,0.36,18.884,37,1
7034,100,5,0.3,1,0.25,4.663,40,1
7035,400,5,0.5,0,0.19,3.318,7,0
7036,100,0,1.2,0,0.31,128.076,27,0
7037,200,0,0.8,0,0.19,33.741,18,0
7038,200,0,0.8,0,0.15,1.007,18,0
7039,200,0,0.8,0,0.19,48.047,25,0
7040,100,0,0.8,0,0.33,78.826,25,0
7041,300,0,1.3,0,0.32,8.597,22,0
7042,300,0,1.4,0,0.38,10.03,29,0
7043,100,0,1.4,0,0.24,27.322,18,0
7044,100,0,1.4,1,0.25,64.647,22,0
7045,100,1,1.0,1,0.24,82.457,28,1
7046,100,1,1.4,0,0.23,61.644,20,0
7047,100,1,1.2,1,0.29,1.74,20,1
7048,150,1,0.8,0,0.36,50.336,20,0
7049,200,1,0.8,0,0.25,4.57,20,0
7050,200,1,1.3,0,0.19,1.737,20,0
7051,200,1,0.8,0,0.22,8.148,20,0
7052,200,1,0.801,0,0.31,2.253,20,0
7053,200,1,0.802,0,0.15,5.802,20,0
7054,200,1,0.803,0,0.32,2.352,20,0
7055,200,1,0.804,1,0.33,72.041,30,1
7056,200,1,0.805,1,0.31,1.215,20,0
7057,200,1,0.806,0,0.22,5.843,20,0
7058,200,1,0.807,0,0.28,0.143,20,0
7059,200,6,0.808,0,0.29,25.714,35,1
